slug,outcome,analysis_outcome,label,category,category_label,family,data_frequency,panel_path,output_dir,figure_path,hybrid_excluded,cluster_var,reference_event_time,status,note,analysis_sample,n_panel_rows,n_observations,n_municipalities,n_municipalities_with_nonmissing_outcome,n_treated_municipalities,n_never_treated_municipalities,sample_year_min,sample_year_max,hybrid_municipalities_excluded,duplicate_unit_period_rows,event_time_step,analysis_period_note,event_time0_estimate,post_mean_event_1_8_ref0,post_abs_mean_event_1_8_ref0,n_pre_estimates,max_abs_pretrend_t,n_pre_p05,pretrend_label,n_post_estimates,pretrend_rank,post_abs_rank_value
ieps_mortality_per_100k,ieps_mortality_per_100k,ieps_mortality_per_100k,IEPS mortality,birth_health,Birth and health outcomes,ieps,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_mortality_per_100k,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_mortality_per_100k_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_mortality_per_100k.parquet,84777,44383,4037,4036,2792,1244,2010,2020,1534,0,1,,11.51184801466072,9.057425650308772,9.057425650308772,7,6.59944458157464,5,fail,8,3,9.057425650308772
sim_mortality_per_100k,sim_mortality_per_100k,sim_mortality_per_100k,SIM all-cause mortality,birth_health,Birth and health outcomes,sim,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim/sim_mortality_per_100k,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim_mortality_per_100k_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim_mortality_per_100k.parquet,84777,84633,4037,4036,2792,1244,2000,2020,1534,0,1,,18.26553373372044,6.797015922998554,6.797015922998554,8,7.232461872722089,8,fail,8,3,6.797015922998554
sinasc_dedicated_mean_birthweight_low_education,mean_birthweight_grams_low_education,mean_birthweight_grams_low_education,SINASC mean birthweight: low education proxy,birth_health,Birth and health outcomes,sinasc_dedicated,annual,data/clean/downstream/sinasc_birthweight_by_mother_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated/sinasc_dedicated_mean_birthweight_low_education,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated_mean_birthweight_low_education_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,Low education proxy is 0-7 completed years.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated_mean_birthweight_low_education.parquet,84777,84310,4037,4036,2792,1244,2000,2020,1534,0,1,,-13.425926837674632,6.439044545031084,6.439044545031084,8,3.499659258710235,2,fail,8,3,6.439044545031084
sinasc_lowedu_mean_birthweight_grams,sinasc_lowedu_mean_birthweight_grams,sinasc_lowedu_mean_birthweight_grams,Mean birthweight: Low education proxy,birth_health,Birth and health outcomes,sinasc_lowedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_mean_birthweight_grams,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_mean_birthweight_grams_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_mean_birthweight_grams.parquet,84777,84310,4037,4036,2792,1244,2000,2020,1534,0,1,,-13.425926837674632,6.439044545031083,6.439044545031083,8,3.499659258710232,2,fail,8,3,6.439044545031083
inep_ind_municipal_taxa_aprovacao_em,inep_ind_municipal_taxa_aprovacao_em,inep_ind_municipal_taxa_aprovacao_em,Municipal Taxa Aprovacao Em,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_municipal_taxa_aprovacao_em,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_taxa_aprovacao_em_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_taxa_aprovacao_em.parquet,84777,1829,4037,450,335,115,2007,2019,1534,0,1,,-0.429050195867177,6.241709927677256,6.241709927677256,8,2.244891483651875,2,fail,8,3,6.241709927677256
public_child_enrollment_per_1000,enrollment_public_child_regular_total_per_1000,enrollment_public_child_regular_total_per_1000,"Regular child enrollment per 1,000 residents, public schools",adult_eja,Adult education / EJA outcomes,child_enrollment,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/public_child_enrollment_per_1000,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_child_enrollment_per_1000_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/public_child_enrollment_per_1000.parquet,84777,56482,4037,4036,2792,1244,2007,2020,1534,0,1,,-2.7700709872909437,-5.817773342089837,5.817773342089837,8,9.868894784923969,8,fail,8,3,5.817773342089837
municipal_child_enrollment_per_1000,enrollment_municipal_child_regular_total_per_1000,enrollment_municipal_child_regular_total_per_1000,"Regular child enrollment per 1,000 residents, municipal schools",adult_eja,Adult education / EJA outcomes,child_enrollment,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/municipal_child_enrollment_per_1000,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_child_enrollment_per_1000_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_child_enrollment_per_1000.parquet,84777,56482,4037,4036,2792,1244,2007,2020,1534,0,1,,-0.934363267744766,-5.813883293996541,5.813883293996541,8,5.0995686081691245,8,fail,8,3,5.813883293996541
saeb_municipal_grade5_math_saeb_mid_levels_3_5,saeb_municipal_grade5_math_saeb_mid_levels_3_5,saeb_municipal_grade5_math_saeb_mid_levels_3_5,Municipal Grade5 Math Mid Levels 3 5,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_math_saeb_mid_levels_3_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_math_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_math_saeb_mid_levels_3_5.parquet,80740,18635,4037,3938,2721,1217,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.457360002882743,4.7306773752615525,4.7306773752615525,3,6.685794542029138,3,fail,3,3,4.7306773752615525
saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5,saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5,saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5,Public Estadual Municipal Grade5 Math Mid Levels 3 5,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_math_saeb_mid_levels_3_5.parquet,80740,19431,4037,4028,2784,1244,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.1888362574487508,4.673074223562593,4.673074223562593,3,7.259403676010558,3,fail,3,3,4.673074223562593
imun_triplice_viral_d1_pp,imun_triplice_viral_d1_pp,imun_triplice_viral_d1_pp,Triple viral dose 1 coverage,birth_health,Birth and health outcomes,immunization,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_triplice_viral_d1_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_triplice_viral_d1_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_triplice_viral_d1_pp.parquet,84777,84548,4037,4036,2792,1244,2000,2020,1534,0,1,,0.7578785054885377,4.032523700386237,4.032523700386237,8,4.635860988821025,8,fail,8,3,4.032523700386237
saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5,saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5,saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5,Municipal Grade5 Portuguese Mid Levels 3 5,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_portuguese_saeb_mid_levels_3_5.parquet,80740,18635,4037,3938,2721,1217,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.7309331887276191,3.9751225543077537,3.9751225543077537,3,7.540229847914627,3,fail,3,3,3.9751225543077537
saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2,saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2,saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2,Public Estadual Municipal Grade5 Math Low Levels 0 2,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_math_saeb_low_levels_0_2.parquet,80740,19431,4037,4028,2784,1244,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",-1.2494785279579703,-3.8493830420826582,3.8493830420826582,3,4.8412397547716814,2,fail,3,3,3.8493830420826582
saeb_municipal_grade5_math_saeb_low_levels_0_2,saeb_municipal_grade5_math_saeb_low_levels_0_2,saeb_municipal_grade5_math_saeb_low_levels_0_2,Municipal Grade5 Math Low Levels 0 2,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_math_saeb_low_levels_0_2,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_math_saeb_low_levels_0_2.parquet,80740,18635,4037,3938,2721,1217,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",-1.58085552068029,-3.792097634405454,3.792097634405454,3,5.001647495023086,2,fail,3,3,3.792097634405454
saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5,saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5,saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5,Public Estadual Municipal Grade5 Portuguese Mid Levels 3 5,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_portuguese_saeb_mid_levels_3_5.parquet,80740,19431,4037,4028,2784,1244,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.481917885508144,3.7771904221813988,3.7771904221813988,3,7.47958497676744,3,fail,3,3,3.7771904221813988
saeb_municipal_grade9_math_media,saeb_municipal_grade9_math_media,saeb_municipal_grade9_math_media,Municipal Grade9 Math Media,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_math_media,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_media_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_media.parquet,80740,12128,4037,2762,2037,725,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.7257839286630765,3.4674766162408273,3.4674766162408273,3,4.335855282152981,2,fail,3,3,3.4674766162408273
saeb_municipal_grade9_portuguese_media,saeb_municipal_grade9_portuguese_media,saeb_municipal_grade9_portuguese_media,Municipal Grade9 Portuguese Media,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_portuguese_media,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_media_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_media.parquet,80740,12128,4037,2762,2037,725,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",2.0328029227007884,3.2984114887051823,3.2984114887051823,3,5.570864990484997,3,fail,3,3,3.2984114887051823
ieps_prenatal_7plus_pp,ieps_prenatal_7plus_pp,ieps_prenatal_7plus_pp,IEPS 7+ prenatal visits share,birth_health,Birth and health outcomes,ieps,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_prenatal_7plus_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_prenatal_7plus_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_prenatal_7plus_pp.parquet,84777,44384,4037,4036,2792,1244,2010,2020,1534,0,1,,1.4827396337303478,2.9735511308933416,2.9735511308933416,7,8.539058546179215,6,fail,8,3,2.9735511308933416
saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5,saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5,saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5,Municipal Grade9 Portuguese Mid Levels 3 5,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_saeb_mid_levels_3_5.parquet,80740,12128,4037,2762,2037,725,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.555564936382691,2.8782381103998236,2.8782381103998236,3,6.1311904233093575,3,fail,3,3,2.8782381103998236
saeb_municipal_grade9_math_saeb_low_levels_0_2,saeb_municipal_grade9_math_saeb_low_levels_0_2,saeb_municipal_grade9_math_saeb_low_levels_0_2,Municipal Grade9 Math Low Levels 0 2,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_math_saeb_low_levels_0_2,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_saeb_low_levels_0_2.parquet,80740,12128,4037,2762,2037,725,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",-1.7574940559654604,-2.558298871060153,2.558298871060153,3,4.765501627953235,2,fail,3,3,2.558298871060153
saeb_municipal_grade9_math_saeb_mid_levels_3_5,saeb_municipal_grade9_math_saeb_mid_levels_3_5,saeb_municipal_grade9_math_saeb_mid_levels_3_5,Municipal Grade9 Math Mid Levels 3 5,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_math_saeb_mid_levels_3_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_saeb_mid_levels_3_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_math_saeb_mid_levels_3_5.parquet,80740,12128,4037,2762,2037,725,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.77828823841503,2.5539909780577363,2.5539909780577363,3,5.734550054079149,2,fail,3,3,2.5539909780577363
inep_ind_publica_dsu_em,inep_ind_publica_dsu_em,inep_ind_publica_dsu_em,Publica Dsu Em,education,Education outcomes,teacher_profile,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_dsu_em,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_em_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_dsu_em.parquet,84777,40267,4037,4028,2784,1244,2011,2020,1534,0,1,,0.3626550810768036,2.5460108429202135,2.5460108429202135,6,7.581995627293063,5,fail,8,3,2.5460108429202135
saeb_municipal_grade9_portuguese_saeb_low_levels_0_2,saeb_municipal_grade9_portuguese_saeb_low_levels_0_2,saeb_municipal_grade9_portuguese_saeb_low_levels_0_2,Municipal Grade9 Portuguese Low Levels 0 2,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade9_portuguese_saeb_low_levels_0_2,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade9_portuguese_saeb_low_levels_0_2.parquet,80740,12128,4037,2762,2037,725,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",-1.7244699364144425,-2.4915443193195403,2.4915443193195403,3,5.592633027341201,3,fail,3,3,2.4915443193195403
ideb_municipal_ef_initial_taxa_aprovacao,ideb_municipal_ef_initial_taxa_aprovacao,ideb_municipal_ef_initial_taxa_aprovacao,Municipal Ef Initial Taxa Aprovacao,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_taxa_aprovacao,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_taxa_aprovacao_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_taxa_aprovacao.parquet,80740,29175,4037,3913,2699,1214,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",0.9383170389322554,2.306707839388624,2.306707839388624,4,7.077815434717292,3,fail,4,3,2.306707839388624
ideb_publica_ef_initial_taxa_aprovacao,ideb_publica_ef_initial_taxa_aprovacao,ideb_publica_ef_initial_taxa_aprovacao,Publica Ef Initial Taxa Aprovacao,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_publica_ef_initial_taxa_aprovacao,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_taxa_aprovacao_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_taxa_aprovacao.parquet,80740,27433,4037,4030,2786,1244,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.081599053211132,2.1352576118765754,2.1352576118765754,4,7.627200145187903,3,fail,4,3,2.1352576118765754
saeb_municipal_grade5_portuguese_saeb_low_levels_0_2,saeb_municipal_grade5_portuguese_saeb_low_levels_0_2,saeb_municipal_grade5_portuguese_saeb_low_levels_0_2,Municipal Grade5 Portuguese Low Levels 0 2,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_municipal_grade5_portuguese_saeb_low_levels_0_2,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_portuguese_saeb_low_levels_0_2_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_municipal_grade5_portuguese_saeb_low_levels_0_2.parquet,80740,18635,4037,3938,2721,1217,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",-1.4007115062075834,-1.9913258072891897,1.9913258072891897,3,2.834653620594671,1,fail,3,3,1.9913258072891897
saeb_public_estadual_municipal_grade9_portuguese_media,saeb_public_estadual_municipal_grade9_portuguese_media,saeb_public_estadual_municipal_grade9_portuguese_media,Public Estadual Municipal Grade9 Portuguese Media,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade9_portuguese_media,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_media_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade9_portuguese_media.parquet,80740,19482,4037,4032,2788,1244,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.6862736286067506,1.9281146848628599,1.9281146848628599,3,7.704561118597375,3,fail,3,3,1.9281146848628599
sinasc_all_prenatal_7plus_share_known_pp,sinasc_all_prenatal_7plus_share_known_pp,sinasc_all_prenatal_7plus_share_known_pp,7+ prenatal visits share: All mothers,birth_health,Birth and health outcomes,sinasc_all,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_prenatal_7plus_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_prenatal_7plus_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_prenatal_7plus_share_known_pp.parquet,84777,84607,4037,4036,2792,1244,2000,2020,1534,0,1,,2.7172346129066742,1.9165552839782098,1.9165552839782098,8,8.053071863359921,8,fail,8,3,1.9165552839782098
sinasc_lowedu_teen_mother_share_known_pp,sinasc_lowedu_teen_mother_share_known_pp,sinasc_lowedu_teen_mother_share_known_pp,Teen mother share: Low education proxy,birth_health,Birth and health outcomes,sinasc_lowedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_teen_mother_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_teen_mother_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_teen_mother_share_known_pp.parquet,84777,84312,4037,4036,2792,1244,2000,2020,1534,0,1,,0.1639691718920153,1.8393900694263654,1.8393900694263654,8,2.964273254871894,3,fail,8,3,1.8393900694263654
sinasc_lowedu_prenatal_7plus_share_known_pp,sinasc_lowedu_prenatal_7plus_share_known_pp,sinasc_lowedu_prenatal_7plus_share_known_pp,7+ prenatal visits share: Low education proxy,birth_health,Birth and health outcomes,sinasc_lowedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_prenatal_7plus_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_prenatal_7plus_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_prenatal_7plus_share_known_pp.parquet,84777,84310,4037,4036,2792,1244,2000,2020,1534,0,1,,2.6039961799047737,1.8376488320920117,1.8376488320920117,8,6.6034165134988365,8,fail,8,3,1.8376488320920117
